,County,State,similarity_index,
531,"Lee, AL",ALABAMA,0.880215861,
532,"WallaWalla, WA",WASHINGTON,0.879946521,
533,"Caroline, MD",MARYLAND,0.879942322,
534,"Bacon, GA",GEORGIA,0.879923845,
535,"Sampson, NC",NORTHCAROLINA,0.879860672,
536,"BenHill, GA",GEORGIA,0.879825661,
537,"Seward, KS",KANSAS,0.879786279,
538,"Wake, NC",NORTHCAROLINA,0.87973296,
539,"Barton, KS",KANSAS,0.879701173,
540,"Oglethorpe, GA",GEORGIA,0.879682302,
541,"Pecos, TX",TEXAS,0.879652299,
542,"Leavenworth, KS",KANSAS,0.879535049,
543,"Stonewall, TX",TEXAS,0.879534027,
544,"Adair, OK",OKLAHOMA,0.879370915,
545,"Malheur, OR",OREGON,0.879356953,
546,"Miller, GA",GEORGIA,0.879218486,
547,"Dawson, TX",TEXAS,0.879166956,
548,"Pershing, NV",NEVADA,0.879082214,
549,"Owyhee, ID",IDAHO,0.879056383,
550,"Woodbury, IA",IOWA,0.879001361,
551,"Ouachita, AR",ARKANSAS,0.878885376,
552,"Polk, GA",GEORGIA,0.878815152,
553,"Crenshaw, AL",ALABAMA,0.878790038,
554,"Chippewa, MI",MICHIGAN,0.878768229,
555,"Crawford, GA",GEORGIA,0.878765628,
556,"Roberts, SD",SOUTHDAKOTA,0.878751942,
557,"Honolulu, HI",HAWAII,0.878712998,
558,"Bennett, SD",SOUTHDAKOTA,0.878687006,
559,"Clark, IN",INDIANA,0.878504911,
560,"Coffee, AL",ALABAMA,0.878480588,
561,"Henderson, TX",TEXAS,0.878477484,
562,"Napa, CA",CALIFORNIA,0.878327412,
563,"Catawba, NC",NORTHCAROLINA,0.878317077,
564,"Colbert, AL",ALABAMA,0.878293108,
565,"Harrison, MS",MISSISSIPPI,0.878279524,
566,"Garland, AR",ARKANSAS,0.878177831,
567,"Cross, AR",ARKANSAS,0.878169112,
568,"Grant, KS",KANSAS,0.878137354,
569,"Northampton, VA",VIRGINIA,0.87802376,
570,"Garfield, OK",OKLAHOMA,0.877810585,
571,"Baker, GA",GEORGIA,0.877804033,
572,"JeffDavis, GA",GEORGIA,0.87772675,
573,"Carroll, GA",GEORGIA,0.87767631,
574,"Johnson, GA",GEORGIA,0.877660127,
575,"Beltrami, MN",MINNESOTA,0.877610559,
576,"Douglas, KS",KANSAS,0.87756989,
577,"Otero, CO",COLORADO,0.87756709,
578,"King, WA",WASHINGTON,0.877489836,
579,"Hall, NE",NEBRASKA,0.877487672,
580,"Gulf, FL",FLORIDA,0.877430527,
581,"Taos, NM",NEWMEXICO,0.877367898,
582,"Okmulgee, OK",OKLAHOMA,0.877319997,
583,"ValVerde, TX",TEXAS,0.87730449,
584,"Reno, KS",KANSAS,0.87730174,
585,"Mineral, NV",NEVADA,0.87729498,
586,"Faulkner, AR",ARKANSAS,0.877282411,
587,"Greene, NC",NORTHCAROLINA,0.877244684,
588,"Butts, GA",GEORGIA,0.87719798,
589,"Zapata, TX",TEXAS,0.87714953,
590,"Luzerne, PA",PENNSYLVANIA,0.87713973,
591,"Stephens, OK",OKLAHOMA,0.87713372,
592,"Jefferson, IL",ILLINOIS,0.87703169,
593,"LeFlore, OK",OKLAHOMA,0.876860158,
594,"Monroe, FL",FLORIDA,0.876856311,
595,"Waller, TX",TEXAS,0.876851815,
596,"Washington, OK",OKLAHOMA,0.876776251,
597,"Henrico, VA",VIRGINIA,0.876756007,
598,"Fairfield, CT",CONNECTICUT,0.876742406,
599,"Pike, MS",MISSISSIPPI,0.876736499,
600,"Walton, GA",GEORGIA,0.876696375,
601,"Worth, GA",GEORGIA,0.876600331,
602,"Torrance, NM",NEWMEXICO,0.87656649,
603,"Cass, TX",TEXAS,0.876476772,
604,"Pickens, AL",ALABAMA,0.876442436,
605,"Grimes, TX",TEXAS,0.876381022,
606,"Bulloch, GA",GEORGIA,0.876335426,
607,"Westchester, NY",NEWYORK,0.876324331,
608,"Shelby, TX",TEXAS,0.876323258,
609,"Cleveland, NC",NORTHCAROLINA,0.876321524,
610,"Hemphill, TX",TEXAS,0.876292427,
611,"Mecklenburg, VA",VIRGINIA,0.876267337,
612,"Canyon, ID",IDAHO,0.87624567,
613,"Cole, MO",MISSOURI,0.87622859,
614,"Canadian, OK",OKLAHOMA,0.87616802,
615,"Chelan, WA",WASHINGTON,0.876062926,
616,"IndianRiver, FL",FLORIDA,0.876041827,
617,"CharlesMix, SD",SOUTHDAKOTA,0.875996434,
618,"Milam, TX",TEXAS,0.87585287,
619,"Abbeville, SC",SOUTHCAROLINA,0.875755784,
620,"Lamar, TX",TEXAS,0.875730424,
621,"Cochran, TX",TEXAS,0.875621007,
622,"Colusa, CA",CALIFORNIA,0.875588867,
623,"Brooks, TX",TEXAS,0.875558511,
624,"Tippecanoe, IN",INDIANA,0.875536945,
625,"Ottawa, OK",OKLAHOMA,0.875465216,
626,"Lassen, CA",CALIFORNIA,0.875440145,
627,"Haskell, KS",KANSAS,0.875340499,
628,"Montezuma, CO",COLORADO,0.875300475,
629,"Falls, TX",TEXAS,0.87526241,
630,"Yell, AR",ARKANSAS,0.875208312,
631,"Clinch, GA",GEORGIA,0.875163499,
632,"Bartow, GA",GEORGIA,0.875147418,
633,"Lancaster, NE",NEBRASKA,0.875120157,
634,"Benton, WA",WASHINGTON,0.875010652,
635,"Northampton, NC",NORTHCAROLINA,0.874912779,
636,"Christian, KY",KENTUCKY,0.874909812,
637,"Iredell, NC",NORTHCAROLINA,0.874854911,
638,"Washington, TX",TEXAS,0.874687047,
639,"Nottoway, VA",VIRGINIA,0.874678644,
640,"Jackson, MS",MISSISSIPPI,0.874628874,
641,"Lafayette, FL",FLORIDA,0.874598365,
642,"RioGrande, CO",COLORADO,0.874587799,
643,"Marshall, IA",IOWA,0.874537492,
644,"Freestone, TX",TEXAS,0.874483848,
645,"Columbia, AR",ARKANSAS,0.874362167,
646,"Ohio, WV",WESTVIRGINIA,0.874361621,
647,"Henry, GA",GEORGIA,0.874319932,
648,"Dutchess, NY",NEWYORK,0.874246607,
649,"Collier, FL",FLORIDA,0.874136143,
650,"Salem, NJ",NEWJERSEY,0.874124619,
651,"Ward, TX",TEXAS,0.874061634,
652,"Knox, IL",ILLINOIS,0.874004109,
653,"Polk, IA",IOWA,0.87396393,
654,"SanJuan, UT",UTAH,0.873929035,
655,"Rockingham, NC",NORTHCAROLINA,0.873916453,
656,"Simpson, MS",MISSISSIPPI,0.873821264,
657,"Suwannee, FL",FLORIDA,0.873718766,
658,"McCormick, SC",SOUTHCAROLINA,0.873578462,
659,"Hall, TX",TEXAS,0.873482385,
660,"Henderson, TN",TENNESSEE,0.873478406,
661,"Starr, TX",TEXAS,0.873455054,
662,"Wilcox, GA",GEORGIA,0.873401872,
663,"Fremont, WY",WYOMING,0.873311203,
664,"Jackson, OR",OREGON,0.873262055,
665,"Grayson, TX",TEXAS,0.873174838,
666,"Butler, OH",OHIO,0.873089248,
667,"Chilton, AL",ALABAMA,0.873059769,
668,"Raleigh, WV",WESTVIRGINIA,0.873035443,
669,"Spokane, WA",WASHINGTON,0.87302578,
670,"Cook, GA",GEORGIA,0.872935406,
671,"Austin, TX",TEXAS,0.872890674,
672,"Halifax, VA",VIRGINIA,0.87287821,
673,"Saline, KS",KANSAS,0.872876875,
674,"Talladega, AL",ALABAMA,0.872868748,
675,"Jasper, GA",GEORGIA,0.872857857,
676,"Racine, WI",WISCONSIN,0.872836434,
677,"TwinFalls, ID",IDAHO,0.872772197,
678,"SanSaba, TX",TEXAS,0.872719683,
679,"SanBenito, CA",CALIFORNIA,0.872702495,
680,"Beadle, SD",SOUTHDAKOTA,0.872637368,
681,"AnneArundel, MD",MARYLAND,0.872635855,
682,"Bee, TX",TEXAS,0.872633972,
683,"DeKalb, IL",ILLINOIS,0.872609974,
684,"Hamblen, TN",TENNESSEE,0.872569741,
685,"PrinceEdward, VA",VIRGINIA,0.872537525,
686,"Kiowa, OK",OKLAHOMA,0.872485167,
687,"Gordon, GA",GEORGIA,0.872448745,
688,"Washington, FL",FLORIDA,0.872423264,
689,"Hernando, FL",FLORIDA,0.872416965,
690,"Panola, TX",TEXAS,0.872396076,
691,"Kaufman, TX",TEXAS,0.872389742,
692,"Hill, TX",TEXAS,0.872318086,
693,"DeKalb, AL",ALABAMA,0.872302934,
694,"Greene, AL",ALABAMA,0.872268906,
695,"Marion, MS",MISSISSIPPI,0.872255016,
696,"Upson, GA",GEORGIA,0.872249417,
697,"Lee, GA",GEORGIA,0.872234291,
698,"Montgomery, MS",MISSISSIPPI,0.872207915,
699,"Fisher, TX",TEXAS,0.872181187,
700,"Lawrence, AL",ALABAMA,0.872136424,
701,"Knox, TX",TEXAS,0.872096714,
702,"Oconee, SC",SOUTHCAROLINA,0.872049622,
703,"Jones, MS",MISSISSIPPI,0.872045938,
704,"Johnson, IA",IOWA,0.87202826,
705,"Martin, FL",FLORIDA,0.872009087,
706,"Buckingham, VA",VIRGINIA,0.871975647,
707,"Pender, NC",NORTHCAROLINA,0.871962554,
708,"Flagler, FL",FLORIDA,0.871855141,
709,"Kerr, TX",TEXAS,0.871816316,
710,"Rosebud, MT",MONTANA,0.871795331,
711,"Broome, NY",NEWYORK,0.871792289,
712,"Butler, MO",MISSOURI,0.871772659,
713,"Sussex, VA",VIRGINIA,0.871765102,
714,"Orange, CA",CALIFORNIA,0.87176002,
715,"Mesa, CO",COLORADO,0.871723543,
716,"Kanawha, WV",WESTVIRGINIA,0.871664469,
717,"Prowers, CO",COLORADO,0.871658425,
718,"Wheeler, TX",TEXAS,0.871609357,
719,"Lynn, TX",TEXAS,0.871605071,
720,"Mahnomen, MN",MINNESOTA,0.87159818,
721,"Ventura, CA",CALIFORNIA,0.871569251,
722,"Grady, GA",GEORGIA,0.871562064,
723,"Delaware, OK",OKLAHOMA,0.871527652,
724,"Elbert, GA",GEORGIA,0.871522084,
725,"BuenaVista, IA",IOWA,0.871497366,
726,"Vanderburgh, IN",INDIANA,0.871395695,
727,"Elmore, AL",ALABAMA,0.871393669,
728,"Hamilton, FL",FLORIDA,0.871310681,
729,"LasAnimas, CO",COLORADO,0.871303169,
730,"Jerome, ID",IDAHO,0.871295511,
731,"Walthall, MS",MISSISSIPPI,0.871280971,
732,"Oneida, NY",NEWYORK,0.871263724,
733,"Franklin, NC",NORTHCAROLINA,0.871130397,
734,"Independence, AR",ARKANSAS,0.871111794,
735,"Kauai, HI",HAWAII,0.871012838,
736,"Duplin, NC",NORTHCAROLINA,0.870984653,
737,"Henry, AL",ALABAMA,0.870957146,
738,"Nowata, OK",OKLAHOMA,0.870949019,
739,"Morgan, AL",ALABAMA,0.870946874,
740,"Klamath, OR",OREGON,0.870881075,
741,"Lavaca, TX",TEXAS,0.870840662,
742,"Skagit, WA",WASHINGTON,0.870824503,
743,"Ashland, WI",WISCONSIN,0.870744888,
744,"Franklin, KY",KENTUCKY,0.870642882,
745,"Johnston, NC",NORTHCAROLINA,0.870588053,
746,"FortBend, TX",TEXAS,0.870573355,
747,"Siskiyou, CA",CALIFORNIA,0.870536521,
748,"Medina, TX",TEXAS,0.870523524,
749,"Oktibbeha, MS",MISSISSIPPI,0.87050966,
750,"Kane, IL",ILLINOIS,0.870407851,
751,"Autauga, AL",ALABAMA,0.870388364,
752,"PaloPinto, TX",TEXAS,0.870363045,
753,"Polk, TX",TEXAS,0.870349189,
754,"Rock, MN",MINNESOTA,0.870340045,
755,"Hays, TX",TEXAS,0.870266712,
756,"KitCarson, CO",COLORADO,0.870246931,
757,"Neshoba, MS",MISSISSIPPI,0.870202357,
758,"Oakland, MI",MICHIGAN,0.870199869,
759,"Upshur, TX",TEXAS,0.870199657,
760,"Umatilla, OR",OREGON,0.870186733,
761,"Houston, TX",TEXAS,0.870166004,
762,"Hall, GA",GEORGIA,0.870048343,
763,"VanBuren, MI",MICHIGAN,0.87004142,
764,"Riley, KS",KANSAS,0.870018111,
765,"Runnels, TX",TEXAS,0.870005456,
766,"Lyon, NV",NEVADA,0.869956572,
767,"Ochiltree, TX",TEXAS,0.869919174,
768,"Cass, MN",MINNESOTA,0.869910662,
769,"Cumberland, VA",VIRGINIA,0.869810389,
770,"Lake, CO",COLORADO,0.869786083,
771,"SanJacinto, TX",TEXAS,0.869766203,
772,"Ford, KS",KANSAS,0.869739014,
773,"Whitfield, GA",GEORGIA,0.869738191,
774,"Bedford, TN",TENNESSEE,0.869726837,
775,"Sheridan, NE",NEBRASKA,0.869713406,
776,"Coryell, TX",TEXAS,0.869680293,
777,"Elmore, ID",IDAHO,0.869655522,
778,"Crane, TX",TEXAS,0.869647697,
779,"Wichita, KS",KANSAS,0.869644213,
780,"Edgefield, SC",SOUTHCAROLINA,0.869552966,
781,"Guadalupe, TX",TEXAS,0.869532909,
782,"Appling, GA",GEORGIA,0.869470489,
783,"Archuleta, CO",COLORADO,0.869434099,
784,"Cecil, MD",MARYLAND,0.869400495,
785,"Bolivar, MS",MISSISSIPPI,0.869391906,
786,"Saguache, CO",COLORADO,0.869371503,
787,"Onslow, NC",NORTHCAROLINA,0.869331057,
788,"Orange, NC",NORTHCAROLINA,0.869328068,
789,"Moore, NC",NORTHCAROLINA,0.869314988,
790,"Charles, MD",MARYLAND,0.869301524,
791,"Niagara, NY",NEWYORK,0.869238062,
792,"Crosby, TX",TEXAS,0.869089747,
793,"Craig, OK",OKLAHOMA,0.869056037,
794,"Churchill, NV",NEVADA,0.869037097,
795,"Muscatine, IA",IOWA,0.868954019,
796,"Screven, GA",GEORGIA,0.868930101,
797,"Hoke, NC",NORTHCAROLINA,0.868900362,
798,"Benton, AR",ARKANSAS,0.868883606,
799,"Rockland, NY",NEWYORK,0.868871156,
800,"Weld, CO",COLORADO,0.868861327,
801,"Randolph, AL",ALABAMA,0.868860323,
802,"Putnam, TN",TENNESSEE,0.868858269,
803,"Jasper, MO",MISSOURI,0.868849399,
804,"Washington, MD",MARYLAND,0.86881992,
805,"Ashley, AR",ARKANSAS,0.868789754,
806,"Randolph, GA",GEORGIA,0.86875125,
807,"Comal, TX",TEXAS,0.868742816,
808,"Mackinac, MI",MICHIGAN,0.868618639,
809,"Buchanan, MO",MISSOURI,0.86857439,
810,"Long, GA",GEORGIA,0.86855371,
811,"Middlesex, NJ",NEWJERSEY,0.868499771,
812,"Mason, WA",WASHINGTON,0.868473501,
813,"CapeGirardeau, MO",MISSOURI,0.868402156,
814,"Lane, OR",OREGON,0.86836687,
815,"Aransas, TX",TEXAS,0.868366153,
816,"Minnehaha, SD",SOUTHDAKOTA,0.868346857,
817,"Brown, WI",WISCONSIN,0.868272039,
818,"Webster, IA",IOWA,0.868212168,
819,"Monroe, GA",GEORGIA,0.868160723,
820,"Seminole, OK",OKLAHOMA,0.868121389,
821,"Hopkins, TX",TEXAS,0.868111551,
822,"Sawyer, WI",WISCONSIN,0.868086295,
823,"Coleman, TX",TEXAS,0.868054445,
824,"Hughes, SD",SOUTHDAKOTA,0.868045094,
825,"Refugio, TX",TEXAS,0.868009801,
826,"Tyler, TX",TEXAS,0.868007158,
827,"Mayes, OK",OKLAHOMA,0.868004708,
828,"McLean, IL",ILLINOIS,0.867986535,
829,"Taney, MO",MISSOURI,0.867948286,
830,"Glades, FL",FLORIDA,0.867916007,
831,"Macomb, MI",MICHIGAN,0.867877408,
832,"Pittsburg, OK",OKLAHOMA,0.867803495,
833,"Lake, TN",TENNESSEE,0.867770792,
834,"Haskell, OK",OKLAHOMA,0.86771794,
835,"Macon, GA",GEORGIA,0.867621012,
836,"Warren, KY",KENTUCKY,0.867604589,
837,"Polk, OR",OREGON,0.867580107,
838,"Blaine, ID",IDAHO,0.867575707,
839,"Bailey, TX",TEXAS,0.867558696,
840,"Crowley, CO",COLORADO,0.867486634,
841,"Washington, TN",TENNESSEE,0.867459529,
842,"Johnson, TX",TEXAS,0.867434922,
843,"Castro, TX",TEXAS,0.867410674,
844,"Cabarrus, NC",NORTHCAROLINA,0.867322857,
845,"Bleckley, GA",GEORGIA,0.867293543,
846,"Choctaw, MS",MISSISSIPPI,0.867278531,
847,"Accomack, VA",VIRGINIA,0.867269149,
848,"Chatham, NC",NORTHCAROLINA,0.867261651,
849,"Lincoln, MS",MISSISSIPPI,0.867188579,
850,"Warren, IL",ILLINOIS,0.867171416,
851,"Gooding, ID",IDAHO,0.867059517,
852,"Blaine, OK",OKLAHOMA,0.867046804,
853,"BigHorn, MT",MONTANA,0.866997595,
854,"McCulloch, TX",TEXAS,0.866986258,
855,"Eastland, TX",TEXAS,0.866979149,
856,"Lebanon, PA",PENNSYLVANIA,0.866921713,
857,"Whatcom, WA",WASHINGTON,0.866906418,
858,"Fayette, TN",TENNESSEE,0.866798817,
859,"Haskell, TX",TEXAS,0.866790125,
860,"Thurston, WA",WASHINGTON,0.866789758,
861,"Charlotte, VA",VIRGINIA,0.866744857,
862,"Montgomery, TX",TEXAS,0.866711201,
863,"Douglas, WA",WASHINGTON,0.866684129,
864,"Comanche, TX",TEXAS,0.866675817,
865,"Plymouth, MA",MASSACHUSETTS,0.866647984,
866,"Pushmataha, OK",OKLAHOMA,0.866587361,
867,"Northampton, PA",PENNSYLVANIA,0.866583981,
868,"DeSoto, MS",MISSISSIPPI,0.866562403,
869,"DesMoines, IA",IOWA,0.866524584,
870,"Mitchell, GA",GEORGIA,0.866514178,
871,"Payette, ID",IDAHO,0.866512607,
872,"Frio, TX",TEXAS,0.866497014,
873,"Lincoln, NM",NEWMEXICO,0.866490127,
874,"Hale, AL",ALABAMA,0.866368432,
875,"Carbon, UT",UTAH,0.866355643,
876,"Obion, TN",TENNESSEE,0.866344628,
877,"Stephens, GA",GEORGIA,0.866325572,
878,"Perquimans, NC",NORTHCAROLINA,0.866302397,
879,"Mariposa, CA",CALIFORNIA,0.866236749,
880,"Jack, TX",TEXAS,0.866207194,
881,"Wapello, IA",IOWA,0.866146015,
882,"Sevier, AR",ARKANSAS,0.866096964,
883,"Collingsworth, TX",TEXAS,0.866087841,
884,"Midland, TX",TEXAS,0.866080992,
885,"Laramie, WY",WYOMING,0.866068918,
886,"Marion, GA",GEORGIA,0.86604121,
887,"Franklin, MS",MISSISSIPPI,0.866041115,
888,"Kenosha, WI",WISCONSIN,0.866013642,
889,"Sarasota, FL",FLORIDA,0.865974668,
890,"Rensselaer, NY",NEWYORK,0.865949599,
891,"Bingham, ID",IDAHO,0.865845525,
892,"Burleson, TX",TEXAS,0.865706881,
893,"Mountrail, ND",NORTHDAKOTA,0.865658032,
894,"Coffee, TN",TENNESSEE,0.865648881,
895,"Payne, OK",OKLAHOMA,0.865637112,
896,"Bladen, NC",NORTHCAROLINA,0.865629316,
897,"Murray, OK",OKLAHOMA,0.865599136,
898,"Cherokee, SC",SOUTHCAROLINA,0.865589425,
899,"Kitsap, WA",WASHINGTON,0.865568525,
900,"Mower, MN",MINNESOTA,0.865563908,
901,"Pickens, SC",SOUTHCAROLINA,0.865494893,
902,"Burnet, TX",TEXAS,0.865479712,
903,"Morris, TX",TEXAS,0.865405005,
904,"Nevada, AR",ARKANSAS,0.865394102,
905,"Amador, CA",CALIFORNIA,0.865393377,
906,"Denton, TX",TEXAS,0.865389752,
907,"NewLondon, CT",CONNECTICUT,0.86535941,
908,"Lee, NC",NORTHCAROLINA,0.865357831,
909,"Montrose, CO",COLORADO,0.865292377,
910,"Carbon, WY",WYOMING,0.865289636,
911,"Okfuskee, OK",OKLAHOMA,0.865228378,
912,"Walker, AL",ALABAMA,0.865200768,
913,"Bibb, AL",ALABAMA,0.865153531,
914,"Buncombe, NC",NORTHCAROLINA,0.865120357,
915,"Erie, PA",PENNSYLVANIA,0.865090786,
916,"Lowndes, AL",ALABAMA,0.865050053,
917,"Sweetwater, WY",WYOMING,0.864978598,
918,"Grady, OK",OKLAHOMA,0.864949755,
919,"Wasco, OR",OREGON,0.86493711,
920,"Stevens, KS",KANSAS,0.864912769,
921,"Costilla, CO",COLORADO,0.864895129,
922,"Worcester, MD",MARYLAND,0.864876827,
923,"Cowley, KS",KANSAS,0.864864171,
924,"Bannock, ID",IDAHO,0.864859501,
925,"Pierce, GA",GEORGIA,0.864833112,
926,"Cassia, ID",IDAHO,0.864827536,
927,"Lee, MS",MISSISSIPPI,0.864826888,
928,"Jackson, MI",MICHIGAN,0.864810134,
929,"Trousdale, TN",TENNESSEE,0.864766134,
930,"Brazoria, TX",TEXAS,0.864756359,
931,"Madison, MS",MISSISSIPPI,0.864740182,
932,"Sedgwick, CO",COLORADO,0.864703131,
933,"Talbot, MD",MARYLAND,0.864605148,
934,"Will, IL",ILLINOIS,0.864594784,
935,"Lincoln, OR",OREGON,0.864583042,
936,"Goliad, TX",TEXAS,0.864581956,
937,"Atascosa, TX",TEXAS,0.864569108,
938,"Jackson, AR",ARKANSAS,0.86456844,
939,"Caroline, VA",VIRGINIA,0.864555847,
940,"Humboldt, NV",NEVADA,0.864536833,
941,"Tattnall, GA",GEORGIA,0.864472342,
942,"Morton, KS",KANSAS,0.864407813,
943,"Clark, OH",OHIO,0.8643961,
944,"Weber, UT",UTAH,0.864385055,
945,"Elko, NV",NEVADA,0.864297436,
946,"Lackawanna, PA",PENNSYLVANIA,0.864256908,
947,"Allegany, MD",MARYLAND,0.864249775,
948,"Berkshire, MA",MASSACHUSETTS,0.86424234,
949,"Geneva, AL",ALABAMA,0.864231817,
950,"Lyon, KS",KANSAS,0.864201708,
951,"Jones, TX",TEXAS,0.864147559,
952,"Woodward, OK",OKLAHOMA,0.864103907,
953,"Lee, AR",ARKANSAS,0.864103195,
954,"Washington, OR",OREGON,0.864064966,
955,"LiveOak, TX",TEXAS,0.863984755,
956,"Lawrence, MO",MISSOURI,0.863973306,
957,"Orange, TX",TEXAS,0.8639656,
958,"Erath, TX",TEXAS,0.863956065,
959,"Foard, TX",TEXAS,0.863932045,
960,"Madison, IN",INDIANA,0.863899877,
961,"Lafayette, AR",ARKANSAS,0.863895134,
962,"Grundy, TN",TENNESSEE,0.863843526,
963,"Coweta, GA",GEORGIA,0.863839235,
964,"McIntosh, OK",OKLAHOMA,0.863722622,
965,"Amelia, VA",VIRGINIA,0.863717349,
966,"Lake, IL",ILLINOIS,0.863714102,
967,"Hughes, OK",OKLAHOMA,0.863697466,
968,"Fannin, TX",TEXAS,0.863694874,
969,"Iron, UT",UTAH,0.863691191,
970,"Donley, TX",TEXAS,0.863679905,
971,"Carroll, TN",TENNESSEE,0.863669439,
972,"Dane, WI",WISCONSIN,0.863626249,
973,"Howard, AR",ARKANSAS,0.863584976,
974,"Marshall, OK",OKLAHOMA,0.863557592,
975,"Logan, CO",COLORADO,0.863538045,
976,"GrandForks, ND",NORTHDAKOTA,0.863485055,
977,"Ulster, NY",NEWYORK,0.863458384,
978,"Hartley, TX",TEXAS,0.863452207,
979,"Atkinson, GA",GEORGIA,0.863449954,
980,"Rock, WI",WISCONSIN,0.863376216,
981,"Culpeper, VA",VIRGINIA,0.863374875,
982,"Bonneville, ID",IDAHO,0.863299824,
983,"Attala, MS",MISSISSIPPI,0.863292174,
984,"Scott, KS",KANSAS,0.863228635,
985,"Colfax, NM",NEWMEXICO,0.863220219,
986,"Brewster, TX",TEXAS,0.863203558,
987,"Conejos, CO",COLORADO,0.86317218,
988,"Lunenburg, VA",VIRGINIA,0.863160863,
989,"Wagoner, OK",OKLAHOMA,0.863150984,
990,"Sherman, KS",KANSAS,0.863020539,
991,"Lawrence, PA",PENNSYLVANIA,0.862943977,
992,"Goshen, WY",WYOMING,0.862901787,
993,"Burlington, NJ",NEWJERSEY,0.862844639,
994,"Tama, IA",IOWA,0.86279624,
995,"Harvey, KS",KANSAS,0.862776382,
996,"Lauderdale, AL",ALABAMA,0.86276784,
997,"Hamilton, KS",KANSAS,0.862687198,
998,"Clallam, WA",WASHINGTON,0.862682673,
999,"Warren, TN",TENNESSEE,0.862653924,
1000,"Conway, AR",ARKANSAS,0.862563197,
1001,"Weakley, TN",TENNESSEE,0.862548547,
1002,"Walton, FL",FLORIDA,0.86254812,
1003,"Kandiyohi, MN",MINNESOTA,0.862515855,
1004,"Harford, MD",MARYLAND,0.862495282,
1005,"Union, NC",NORTHCAROLINA,0.862424007,
1006,"Monroe, IN",INDIANA,0.862420579,
1007,"Pamlico, NC",NORTHCAROLINA,0.862403032,
1008,"Sumner, TN",TENNESSEE,0.862394887,
1009,"Baker, FL",FLORIDA,0.862325078,
1010,"Cowlitz, WA",WASHINGTON,0.862315455,
1011,"Garvin, OK",OKLAHOMA,0.86219755,
1012,"Lorain, OH",OHIO,0.862166638,
1013,"Clark, WA",WASHINGTON,0.86214025,
1014,"Walworth, SD",SOUTHDAKOTA,0.862125458,
1015,"ScottsBluff, NE",NEBRASKA,0.86210506,
1016,"Ellis, KS",KANSAS,0.862074179,
1017,"Chesterfield, VA",VIRGINIA,0.862051452,
1018,"Levy, FL",FLORIDA,0.862043782,
1019,"Jefferson, OR",OREGON,0.861961651,
1020,"Pope, AR",ARKANSAS,0.861956572,
1021,"Lancaster, VA",VIRGINIA,0.861934226,
1022,"McDuffie, GA",GEORGIA,0.86188146,
1023,"McCracken, KY",KENTUCKY,0.861827245,
1024,"Nobles, MN",MINNESOTA,0.861747144,
1025,"Lampasas, TX",TEXAS,0.861702344,
1026,"Stark, OH",OHIO,0.861629525,
1027,"Delaware, IN",INDIANA,0.861625707,
1028,"Surry, NC",NORTHCAROLINA,0.861575132,
1029,"Thurston, NE",NEBRASKA,0.861568091,
1030,"Sullivan, TN",TENNESSEE,0.861536205,
1031,"Luce, MI",MICHIGAN,0.861525267,
1032,"Schoolcraft, MI",MICHIGAN,0.861482447,
1033,"Covington, AL",ALABAMA,0.861473572,
1034,"Minidoka, ID",IDAHO,0.861470262,
1035,"Dimmit, TX",TEXAS,0.861469642,
1036,"Westmoreland, VA",VIRGINIA,0.861445785,
1037,"DeafSmith, TX",TEXAS,0.861420864,
1038,"Robertson, TN",TENNESSEE,0.861420199,
1039,"Webster, GA",GEORGIA,0.861344569,
1040,"Limestone, AL",ALABAMA,0.861268704,
1041,"Crawford, KS",KANSAS,0.86124555,
1042,"Madison, TX",TEXAS,0.861244175,
1043,"Tuolumne, CA",CALIFORNIA,0.861148044,
1044,"Creek, OK",OKLAHOMA,0.861137899,
1045,"NewMadrid, MO",MISSOURI,0.86108366,
1046,"Menard, TX",TEXAS,0.861063989,
1047,"Montgomery, NC",NORTHCAROLINA,0.861056123,
1048,"Williamson, TX",TEXAS,0.860986066,
1049,"Bryan, GA",GEORGIA,0.860980896,
1050,"Pettis, MO",MISSOURI,0.860962626,
1051,"Cascade, MT",MONTANA,0.860953302,
1052,"Pratt, KS",KANSAS,0.860842312,
1053,"McNairy, TN",TENNESSEE,0.860781951,
1054,"Titus, TX",TEXAS,0.860762571,
1055,"Montgomery, GA",GEORGIA,0.860747687,
1056,"Lonoke, AR",ARKANSAS,0.86074121,
1057,"Baldwin, AL",ALABAMA,0.860726365,
1058,"Lee, TX",TEXAS,0.860652397,
1059,"Williamson, IL",ILLINOIS,0.860640583,
1060,"Bent, CO",COLORADO,0.860638194,
1061,"Nicholas, WV",WESTVIRGINIA,0.86060255,
1062,"Taylor, GA",GEORGIA,0.860578927,
1063,"Chouteau, MT",MONTANA,0.860555941,
1064,"Stephens, TX",TEXAS,0.860499069,
1065,"Montgomery, NY",NEWYORK,0.860462172,
1066,"York, PA",PENNSYLVANIA,0.860414147,
1067,"Yellowstone, MT",MONTANA,0.860396311,
1068,"Tallahatchie, MS",MISSISSIPPI,0.86037994,
1069,"Wakulla, FL",FLORIDA,0.860365353,
1070,"Mecosta, MI",MICHIGAN,0.860351222,
1071,"Allendale, SC",SOUTHCAROLINA,0.860338721,
1072,"Madison, GA",GEORGIA,0.860336571,
1073,"Yamhill, OR",OREGON,0.860324847,
